,Education,Marital_Status,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,Kids,Expenses,TotalAcceptedCmp,NumTotalPurchases,cluster
510,4,5,39665.0,1.0,0.0,97.0,127.0,1.0,56.0,0.0,1.0,31.0,3.0,4.0,2.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,1.0,216.0,0.0,12.0,0
511,2,4,60152.0,0.0,1.0,6.0,325.0,81.0,300.0,86.0,58.0,91.0,1.0,6.0,4.0,12.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,1.0,941.0,0.0,23.0,1
512,2,3,48920.0,0.0,2.0,93.0,238.0,17.0,68.0,8.0,10.0,6.0,3.0,6.0,2.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,2.0,347.0,0.0,16.0,3
513,3,5,89120.0,0.0,0.0,78.0,1168.0,81.0,408.0,72.0,82.875,55.0,1.0,5.0,6.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,1866.875,0.0,19.0,2
514,4,5,44124.0,0.0,1.0,62.0,284.0,0.0,55.0,0.0,6.0,52.0,4.0,6.0,2.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,1.0,397.0,0.0,17.0,3
515,3,4,81169.0,0.0,0.0,47.0,1225.5,20.0,549.75,80.0,61.0,27.0,1.0,5.0,7.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,1963.25,0.0,22.0,2
516,2,3,36443.0,1.0,1.0,9.0,65.0,0.0,46.0,4.0,3.0,20.0,4.0,3.0,1.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,2.0,138.0,0.0,11.0,0
517,2,4,26095.0,1.0,0.0,77.0,11.0,7.0,9.0,3.0,1.0,11.0,1.0,1.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,42.0,0.0,5.0,0
518,2,5,71367.0,0.0,0.0,24.0,227.0,23.0,389.0,42.0,21.0,75.0,1.0,4.0,5.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,777.0,0.0,17.0,2
519,3,3,80184.0,0.0,0.0,19.0,1035.0,81.0,549.75,25.0,38.0,0.0,1.0,6.0,3.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,0.0,1728.75,0.0,20.0,2
520,2,2,30630.0,1.0,1.0,67.0,27.0,1.0,12.0,2.0,0.0,10.0,2.0,2.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,2.0,52.0,0.0,7.0,0
521,3,4,73454.0,0.0,0.0,95.0,982.0,73.0,351.0,56.0,14.0,126.5,1.0,2.0,4.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,1602.5,0.0,13.0,2
522,2,3,42691.0,0.0,0.0,48.0,179.0,2.0,64.0,38.0,17.0,58.0,1.0,5.0,1.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,358.0,0.0,13.0,0
523,2,3,70503.0,0.0,0.0,73.0,1225.5,33.0,216.0,0.0,33.0,66.0,1.0,2.0,4.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,1573.5,0.0,16.0,1
524,2,3,25545.0,1.0,0.0,35.0,32.0,1.0,64.0,16.0,12.0,85.0,3.0,2.0,2.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,1.0,210.0,0.0,10.0,0
525,2,3,32880.0,1.0,0.0,76.0,8.0,4.0,15.0,7.0,6.0,2.0,1.0,1.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,1.0,42.0,0.0,5.0,0
526,4,5,77863.0,0.0,0.0,20.0,881.0,38.0,319.0,16.0,25.0,12.0,1.0,4.0,5.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,1291.0,0.0,20.0,2
527,3,3,50353.0,0.0,0.0,72.0,141.0,15.0,153.0,67.0,31.0,35.0,1.0,4.0,4.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,442.0,0.0,15.0,2
528,2,4,61839.0,0.0,0.0,20.0,1000.0,81.0,379.0,120.5,17.0,120.0,1.0,4.0,8.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,1717.5,0.0,17.0,2
529,4,3,49154.0,1.0,1.0,69.0,206.0,10.0,67.0,30.0,27.0,71.0,6.0,4.0,1.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,2.0,411.0,0.0,19.0,3
530,0,6,47682.0,0.0,1.0,80.0,162.0,61.0,83.0,97.0,57.0,61.0,4.0,4.0,3.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,1.0,521.0,0.0,19.0,3
531,2,4,72679.0,0.0,1.0,65.0,619.0,54.0,260.0,120.5,54.0,54.0,1.0,4.0,7.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,1.0,1161.5,0.0,17.0,2
532,3,5,57954.0,1.0,1.0,52.0,456.0,4.0,24.0,0.0,0.0,9.0,6.0,8.0,2.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,2.0,493.0,0.0,22.0,3
533,2,3,65316.0,1.0,1.0,65.0,112.0,6.0,92.0,3.0,9.0,38.0,2.0,3.0,2.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,2.0,260.0,0.0,12.0,3
534,2,4,28567.0,1.0,0.0,57.0,11.0,3.0,22.0,2.0,2.0,6.0,2.0,2.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,1.0,46.0,0.0,7.0,0
535,3,5,47352.0,0.0,1.0,70.0,172.0,12.0,112.0,8.0,0.0,15.0,4.0,6.0,1.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,1.0,319.0,0.0,16.0,3
536,2,5,44931.0,0.0,1.0,0.0,78.0,0.0,11.0,0.0,0.0,7.0,1.0,2.0,1.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,1.0,96.0,0.0,7.0,0
537,2,2,76982.0,0.0,0.0,19.0,464.0,81.0,292.0,65.0,60.0,30.0,1.0,8.0,3.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,992.0,0.0,16.0,2
538,0,5,57247.0,0.0,1.0,50.0,99.0,4.0,32.0,37.0,54.0,6.0,2.0,2.0,1.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,1.0,232.0,0.0,12.0,3
539,3,4,22944.0,1.0,0.0,67.0,19.0,3.0,19.0,4.0,5.0,26.0,3.0,3.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,1.0,76.0,0.0,9.0,0
540,0,5,25315.0,1.0,0.0,46.0,1.0,9.0,8.0,11.0,3.0,22.0,3.0,3.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,1.0,54.0,0.0,9.0,0
541,2,6,43638.0,0.0,1.0,37.0,63.0,10.0,83.0,7.0,19.0,19.0,2.0,4.0,1.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,1.0,201.0,0.0,11.0,0
542,4,4,42710.0,1.0,0.0,38.0,252.0,3.0,42.0,4.0,3.0,102.0,2.0,4.0,5.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,1.0,406.0,0.0,14.0,3
543,4,3,84169.0,0.0,0.0,9.0,1225.5,19.0,403.0,0.0,19.0,0.0,1.0,7.0,6.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,1666.5,0.0,20.0,2
544,2,5,54058.0,0.0,1.0,56.0,198.0,18.0,252.0,32.0,82.875,54.0,2.0,4.0,6.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,1.0,636.875,0.0,20.0,3
545,0,3,24683.0,1.0,0.0,98.0,8.0,4.0,10.0,6.0,7.0,6.0,2.0,2.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,41.0,0.0,8.0,0
546,2,6,85620.0,0.0,0.0,68.0,416.0,46.0,549.75,60.0,82.875,46.0,1.0,3.0,6.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,1200.625,0.0,14.0,2
547,2,3,47850.0,1.0,0.0,72.0,42.0,7.0,43.0,20.0,12.0,10.0,1.0,3.0,0.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,1.0,134.0,0.0,8.0,0
548,2,3,19514.0,1.0,1.0,47.0,14.0,3.0,21.0,2.0,1.0,28.0,4.0,3.0,1.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,2.0,69.0,0.0,10.0,0
549,3,3,27159.0,1.0,1.0,33.0,17.0,0.0,3.0,0.0,0.0,1.0,2.0,1.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,2.0,21.0,0.0,6.0,0
550,0,4,39548.0,1.0,1.0,87.0,15.0,4.0,10.0,3.0,4.0,18.0,2.0,1.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,2.0,54.0,0.0,7.0,0
551,2,4,21474.0,1.0,0.0,0.0,6.0,16.0,24.0,11.0,0.0,34.0,2.0,3.0,1.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,1.0,91.0,0.0,8.0,0
552,4,4,60504.0,0.0,1.0,73.0,458.0,0.0,24.0,6.0,4.0,34.0,2.0,6.0,2.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,1.0,526.0,0.0,18.0,3
553,2,3,22419.0,0.0,0.0,74.0,30.0,3.0,47.0,19.0,21.0,42.0,1.0,3.0,2.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,162.0,0.0,8.0,0
554,3,3,81698.0,0.0,0.0,4.0,179.0,28.0,520.0,111.0,82.875,47.0,1.0,3.0,8.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,0.0,967.875,0.0,25.0,2
555,2,5,43462.0,1.0,1.0,50.0,90.0,17.0,97.0,15.0,6.0,15.0,6.0,4.0,1.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,2.0,240.0,0.0,16.0,3
556,4,4,54880.0,1.0,0.0,57.0,308.0,81.0,137.0,102.0,45.0,118.0,2.0,6.0,2.0,11.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,1.0,791.0,0.0,21.0,1
557,2,3,79908.0,0.0,0.0,30.0,557.0,81.0,549.75,29.0,82.875,111.0,1.0,5.0,6.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,1410.625,0.0,19.0,2
558,0,3,15315.0,0.0,0.0,27.0,7.0,4.0,13.0,15.0,8.0,17.0,2.0,2.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,64.0,0.0,8.0,0
559,2,5,87771.0,0.0,1.0,61.0,1225.5,38.0,287.0,50.0,57.0,33.0,1.0,5.0,10.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,1.0,1690.5,0.0,20.0,1
560,2,3,33039.0,1.0,0.0,4.0,30.0,8.0,12.0,8.0,8.0,12.0,1.0,2.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,1.0,78.0,0.0,7.0,0
561,2,4,81741.0,0.0,0.0,75.0,249.0,81.0,549.75,58.0,82.875,38.0,0.0,6.0,6.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,1058.625,0.0,19.0,2
562,3,5,71499.0,0.0,1.0,12.0,465.0,25.0,132.0,120.5,0.0,37.0,2.0,8.0,3.0,13.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,1.0,779.5,0.0,26.0,1
563,0,3,62466.0,0.0,1.0,13.0,129.0,81.0,259.0,120.5,82.875,83.0,5.0,6.0,3.0,12.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,1.0,755.375,0.0,26.0,1
564,4,2,48799.0,0.0,1.0,9.0,174.0,18.0,81.0,28.0,6.0,24.0,3.0,3.0,2.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,1.0,331.0,0.0,15.0,3
565,4,5,52157.0,0.0,1.0,48.0,189.0,2.0,29.0,3.0,2.0,40.0,2.0,3.0,2.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,1.0,265.0,0.0,12.0,3
566,2,4,66565.0,0.0,1.0,80.0,747.0,10.0,161.0,65.0,40.0,42.0,4.0,4.0,2.0,9.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,1.0,1065.0,0.0,19.0,1
567,3,5,29298.0,1.0,1.0,60.0,6.0,0.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,2.0,11.0,0.0,4.0,0
568,2,4,47691.0,0.0,1.0,43.0,14.0,0.0,3.0,0.0,0.0,4.0,1.0,1.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,1.0,21.0,0.0,4.0,0
569,2,5,38200.0,1.0,1.0,19.0,12.0,0.0,4.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,2.0,17.0,0.0,4.0,0
570,2,3,44989.0,0.0,1.0,26.0,98.0,0.0,106.0,49.0,10.0,106.0,5.0,5.0,1.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,1.0,369.0,0.0,16.0,3
571,4,3,38443.0,1.0,1.0,58.0,32.0,0.0,5.0,0.0,0.0,1.0,2.0,1.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,2.0,38.0,0.0,6.0,0
572,0,4,38593.0,1.0,0.0,42.0,51.0,12.0,49.0,17.0,24.0,24.0,3.0,4.0,1.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,1.0,177.0,0.0,11.0,0
573,4,5,64413.0,0.0,1.0,27.0,200.0,5.0,44.0,0.0,10.0,20.0,1.0,5.0,1.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,1.0,279.0,0.0,12.0,3
574,3,3,36959.0,1.0,0.0,56.0,25.0,6.0,25.0,6.0,0.0,0.0,2.0,2.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,1.0,62.0,0.0,7.0,0
575,4,3,61996.0,0.0,1.0,27.0,1050.0,12.0,144.0,0.0,0.0,24.0,3.0,6.0,4.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,1.0,1230.0,0.0,21.0,1
576,2,3,51287.0,1.0,1.0,10.0,117.0,0.0,22.0,13.0,0.0,30.0,3.0,4.0,1.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,2.0,182.0,0.0,11.0,0
577,2,3,13260.0,1.0,1.0,48.0,9.0,4.0,17.0,10.0,2.0,7.0,4.0,3.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,2.0,49.0,0.0,10.0,0
578,4,5,47472.0,1.0,1.0,39.0,56.0,0.0,11.0,0.0,0.0,8.0,2.0,2.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,2.0,75.0,0.0,8.0,0
579,3,5,54603.0,1.0,1.0,85.0,145.0,13.0,46.0,17.0,2.0,4.0,6.0,4.0,2.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,2.0,227.0,0.0,16.0,3
580,4,3,45207.0,1.0,1.0,64.0,203.0,0.0,10.0,0.0,0.0,2.0,5.0,3.0,1.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,2.0,215.0,0.0,15.0,0
582,0,5,47821.0,1.0,1.0,54.0,9.0,0.0,16.0,6.0,6.0,10.0,1.0,1.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,2.0,47.0,0.0,5.0,0
583,3,3,27450.0,0.0,0.0,57.0,37.0,12.0,23.0,8.0,11.0,52.0,1.0,2.0,1.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,143.0,0.0,7.0,0
584,2,5,39453.0,1.0,0.0,64.0,46.0,0.0,7.0,0.0,0.0,2.0,2.0,2.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,1.0,55.0,0.0,7.0,0
585,0,5,26850.0,1.0,1.0,10.0,31.0,1.0,13.0,7.0,2.0,9.0,4.0,2.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,2.0,63.0,0.0,11.0,0
586,2,6,79800.0,0.0,0.0,65.0,1060.0,21.0,530.0,32.0,0.0,126.5,1.0,5.0,10.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,1769.5,0.0,21.0,2
587,3,3,61794.0,0.0,1.0,74.0,264.0,47.0,188.0,54.0,47.0,11.0,2.0,4.0,4.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,1.0,611.0,0.0,20.0,1
588,2,5,53863.0,0.0,1.0,4.0,399.0,4.0,30.0,6.0,4.0,30.0,3.0,7.0,1.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,1.0,473.0,0.0,18.0,3
589,2,5,24221.0,0.0,0.0,94.0,8.0,9.0,9.0,2.0,5.0,22.0,1.0,1.0,1.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,55.0,0.0,6.0,0
590,4,4,39684.0,1.0,0.0,41.0,19.0,0.0,35.0,6.0,4.0,17.0,2.0,2.0,1.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,1.0,81.0,0.0,7.0,0
591,3,3,92163.0,0.0,0.0,25.0,817.0,81.0,549.75,106.0,82.875,20.0,0.0,5.0,10.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,1656.625,0.0,20.0,2
592,3,4,69882.0,0.0,0.0,94.0,292.0,81.0,549.75,120.5,82.875,126.5,1.0,3.0,7.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,1252.625,0.0,20.0,2
593,2,5,33178.0,1.0,0.0,9.0,12.0,6.0,2.0,11.0,2.0,16.0,1.0,1.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,1.0,49.0,0.0,5.0,0
594,4,3,59973.0,0.0,0.0,47.0,130.0,30.0,168.0,20.0,34.0,0.0,1.0,3.0,4.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,382.0,0.0,15.0,2
595,3,5,17459.0,1.0,0.0,12.0,6.0,4.0,16.0,3.0,10.0,30.0,3.0,3.0,1.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,1.0,69.0,0.0,9.0,0
596,2,2,23910.0,1.0,0.0,80.0,16.0,12.0,18.0,7.0,1.0,13.0,1.0,2.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,1.0,67.0,0.0,6.0,0
597,3,3,42169.0,1.0,1.0,20.0,19.0,0.0,9.0,0.0,0.0,2.0,2.0,1.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,2.0,30.0,0.0,6.0,0
598,0,3,26224.0,1.0,0.0,39.0,4.0,7.0,15.0,13.0,9.0,15.0,3.0,2.0,1.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,1.0,63.0,0.0,9.0,0
599,2,5,31089.0,1.0,0.0,57.0,31.0,3.0,31.0,2.0,8.0,4.0,3.0,3.0,0.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,1.0,79.0,0.0,10.0,0
600,2,4,30081.0,0.0,1.0,27.0,36.0,0.0,2.0,0.0,0.0,4.0,1.0,1.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,1.0,42.0,0.0,5.0,0
601,2,5,62807.0,0.0,1.0,83.0,526.0,28.0,135.0,10.0,21.0,99.0,3.0,5.0,3.0,12.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,1.0,819.0,0.0,23.0,1
602,2,4,72906.0,0.0,0.0,79.0,400.0,32.0,519.0,71.0,75.0,54.0,1.0,3.0,4.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,1151.0,0.0,17.0,2
603,4,3,61467.0,0.0,2.0,69.0,410.0,16.0,114.0,0.0,5.0,49.0,3.0,5.0,2.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,2.0,594.0,0.0,20.0,3
604,3,5,49618.0,1.0,1.0,77.0,80.0,3.0,26.0,4.0,2.0,14.0,4.0,3.0,1.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,2.0,129.0,0.0,11.0,0
605,3,4,21888.0,1.0,0.0,15.0,88.0,10.0,46.0,2.0,3.0,64.0,4.0,5.0,1.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,1.0,213.0,0.0,12.0,0
607,2,2,26150.0,2.0,1.0,61.0,5.0,1.0,13.0,3.0,5.0,1.0,1.0,1.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,3.0,28.0,0.0,5.0,0
608,1,3,30801.0,0.0,1.0,23.0,8.0,4.0,5.0,15.0,2.0,11.0,2.0,1.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,1.0,45.0,0.0,6.0,0
609,2,3,81168.0,0.0,0.0,84.0,410.0,0.0,549.75,120.5,22.0,22.0,1.0,6.0,4.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,1124.25,0.0,18.0,2
610,3,4,26877.0,0.0,0.0,74.0,101.0,13.0,76.0,20.0,18.0,40.0,2.0,3.0,1.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,268.0,0.0,12.0,0
611,3,6,45006.0,0.0,0.0,90.0,162.0,25.0,53.0,16.0,0.0,10.0,1.0,3.0,1.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,0.0,266.0,0.0,12.0,0
612,1,3,18978.0,1.0,0.0,41.0,2.0,8.0,1.0,4.0,7.0,15.0,1.0,1.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,1.0,37.0,0.0,5.0,0
614,4,4,48240.0,0.0,0.0,73.0,389.0,81.0,248.0,64.0,49.0,41.0,3.0,6.0,3.0,13.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,872.0,0.0,25.0,1
615,2,3,45837.0,1.0,1.0,88.0,215.0,13.0,87.0,17.0,17.0,24.0,5.0,6.0,2.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,2.0,373.0,0.0,18.0,3
616,3,4,35791.0,2.0,1.0,94.0,27.0,0.0,5.0,0.0,0.0,3.0,2.0,1.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,3.0,35.0,0.0,6.0,0
617,4,5,118365.0,1.0,1.0,31.0,85.0,1.0,16.0,2.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,2.0,107.0,0.0,1.0,0
618,2,6,54162.0,1.0,1.0,31.0,5.0,6.0,10.0,6.0,5.0,10.0,1.0,1.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,2.0,42.0,0.0,5.0,0
619,3,3,30522.0,0.0,1.0,6.0,179.0,8.0,83.0,19.0,11.0,26.0,5.0,1.0,2.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,1.0,326.0,0.0,17.0,3
620,4,3,54456.0,0.0,1.0,23.0,352.0,0.0,27.0,10.0,0.0,15.0,3.0,6.0,1.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,1.0,404.0,0.0,17.0,3
621,2,4,31632.0,0.0,0.0,92.0,17.0,8.0,12.0,11.0,15.0,32.0,1.0,2.0,1.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,95.0,0.0,6.0,0
622,2,6,72298.0,0.0,0.0,52.0,625.0,35.0,169.0,58.0,17.0,35.0,1.0,4.0,3.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,0.0,939.0,0.0,14.0,2
623,0,4,36975.0,1.0,0.0,50.0,10.0,6.0,11.0,0.0,4.0,2.0,1.0,1.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,1.0,33.0,0.0,5.0,0
624,0,3,72635.0,0.0,0.0,54.0,390.0,22.0,323.0,104.0,35.0,107.0,1.0,6.0,8.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,981.0,0.0,21.0,2
625,2,3,13624.0,1.0,0.0,93.0,10.0,2.0,15.0,2.0,1.0,6.0,2.0,2.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,1.0,36.0,0.0,7.0,0
626,2,4,84196.0,0.0,1.0,56.0,215.0,63.0,507.0,120.5,31.0,126.5,1.0,8.0,4.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,1.0,1063.0,0.0,20.0,1
627,2,5,70971.0,0.0,1.0,28.0,1001.0,17.0,549.75,93.0,82.875,17.0,6.0,11.0,10.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,1.0,1760.625,0.0,32.0,1
628,4,2,34487.0,1.0,1.0,94.0,19.0,18.0,33.0,24.0,1.0,8.0,3.0,3.0,0.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,2.0,103.0,0.0,9.0,0
629,2,4,28769.0,1.0,0.0,76.0,41.0,5.0,129.0,10.0,3.0,3.0,3.0,4.0,1.0,4.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,1.0,191.0,0.0,12.0,0
